Miejscowość;Ulica;Zużycie;Liczba osób;Średnie miesięczne zużycie
KLAUDYN	;LUTOSŁAWSKIEGO	;127;4;2,65
KLAUDYN	;LUTOSŁAWSKIEGO	;95;3;2,64
KLAUDYN	;LUTOSŁAWSKIEGO	;93;3;2,58
KLAUDYN	;LUTOSŁAWSKIEGO	;154;5;2,57
KLAUDYN	;LUTOSŁAWSKIEGO	;123;4;2,56
KLAUDYN	;LUTOSŁAWSKIEGO	;30;1;2,50
KLAUDYN	;LUTOSŁAWSKIEGO	;58;2;2,42
KLAUDYN	;LUTOSŁAWSKIEGO	;113;4;2,35
KLAUDYN	;LUTOSŁAWSKIEGO	;136;5;2,27
KLAUDYN	;LUTOSŁAWSKIEGO	;54;2;2,25
KLAUDYN	;LUTOSŁAWSKIEGO	;103;4;2,15
KLAUDYN	;LUTOSŁAWSKIEGO	;51;2;2,13
KLAUDYN	;LUTOSŁAWSKIEGO	;102;4;2,13
KLAUDYN	;LUTOSŁAWSKIEGO	;50;2;2,08
KLAUDYN	;LUTOSŁAWSKIEGO	;25;1;2,08
KLAUDYN	;LUTOSŁAWSKIEGO	;98;4;2,04
KLAUDYN	;LUTOSŁAWSKIEGO	;95;4;1,98
KLAUDYN	;LUTOSŁAWSKIEGO	;46;2;1,92
KLAUDYN	;LUTOSŁAWSKIEGO	;46;2;1,92
KLAUDYN	;LUTOSŁAWSKIEGO	;41;2;1,71
KLAUDYN	;LUTOSŁAWSKIEGO	;41;2;1,71
KLAUDYN	;LUTOSŁAWSKIEGO	;38;2;1,58
KLAUDYN	;LUTOSŁAWSKIEGO	;55;3;1,53
KLAUDYN	;LUTOSŁAWSKIEGO	;36;2;1,50
KLAUDYN	;LUTOSŁAWSKIEGO	;16;1;1,33
KLAUDYN	;LUTOSŁAWSKIEGO	;48;3;1,33
KLAUDYN	;LUTOSŁAWSKIEGO	;45;3;1,25
KLAUDYN	;LUTOSŁAWSKIEGO	;13;1;1,08
KLAUDYN	;LUTOSŁAWSKIEGO	;34;3;0,94
KLAUDYN	;LUTOSŁAWSKIEGO	;45;5;0,90
KLAUDYN	;LUTOSŁAWSKIEGO	;;3;
KLAUDYN	;LUTOSŁAWSKIEGO	;17;4;0,35
KLAUDYN	;LUTOSŁAWSKIEGO	;;1;0,00
KLAUDYN	;ŁĄKOWA	;;4;0,00
KLAUDYN	;ŁĄKOWA	;;3;0,00
KLAUDYN	;ŁĄKOWA	;;3;0,00
KLAUDYN	;ŁĄKOWA	;;1;0,00
KLAUDYN	;ŁĄKOWA	;;1;0,00
KLAUDYN	;ŁĄKOWA	;;1;0,00
KLAUDYN	;M. Ogińskiego	;;1;
KLAUDYN	;M. Ogińskiego	;160;1;13,33
KLAUDYN	;MOZARTA	;164;2;6,83
KLAUDYN	;MOZARTA	;187;3;5,19
KLAUDYN	;MOZARTA	;151;3;4,19
KLAUDYN	;MOZARTA	;48;1;16,00
KLAUDYN	;MOZARTA	;49;2;2,04
KLAUDYN	;MOZARTA	;7;1;0,70
KLAUDYN	;MOZARTA	;5;3;0,14
KLAUDYN	;NAŁĘCZÓW	;87;1;7,25
KLAUDYN	;NAŁĘCZÓW	;48;1;4,00
KLAUDYN	;NIEMENA;139;2;13,90
KLAUDYN	;NIEMENA;174;3;6,44
KLAUDYN	;NIEMENA;104;2;4,33
KLAUDYN	;OGIŃSKIEGO	;130;1;10,83
KLAUDYN	;OGIŃSKIEGO	;137;2;5,71
KLAUDYN	;OGIŃSKIEGO	;50;1;4,17
KLAUDYN	;OGIŃSKIEGO	;;4;
KLAUDYN	;PADEREWSKIEGO	;;4;
KLAUDYN	;PADEREWSKIEGO	;76;2;3,17
KLAUDYN	;PADEREWSKIEGO	;68;2;2,83
KLAUDYN	;PADEREWSKIEGO	;164;5;2,73
KLAUDYN	;PADEREWSKIEGO	;93;3;2,58
KLAUDYN	;PADEREWSKIEGO	;113;4;2,35
KLAUDYN	;PADEREWSKIEGO	;106;4;2,21
KLAUDYN	;PADEREWSKIEGO	;94;4;1,96
KLAUDYN	;PADEREWSKIEGO	;68;3;1,89
KLAUDYN	;PADEREWSKIEGO	;20;1;1,67
KLAUDYN	;PADEREWSKIEGO	;57;3;1,58
KLAUDYN	;PADEREWSKIEGO	;65;4;1,35
KLAUDYN	;PAGANINIEGO	;107;3;3,96
KLAUDYN	;PAGANINIEGO	;;3;
KLAUDYN	;PAGANINIEGO	;;1;
KLAUDYN	;PAGANINIEGO	;85;2;3,54
KLAUDYN	;PAGANINIEGO	;;2;
KLAUDYN	;PAGANINIEGO	;40;2;5,00
KLAUDYN	;PAGANINIEGO	;;1;
KLAUDYN	;PAGANINIEGO	;;3;
KLAUDYN	;PAGANINIEGO	;33;1;2,75
KLAUDYN	;PAGANINIEGO	;68;3;1,89
KLAUDYN	;Piotra Czajkowskiego	;;2;
KLAUDYN	;płk.  Krzyżanowskiego	;103;2;10,30
KLAUDYN	;PROKOFIEWA	;89;1;44,50
KLAUDYN	;PROKOFIEWA	;158;1;13,17
KLAUDYN	;PROKOFIEWA	;63;1;5,25
KLAUDYN	;PROKOFIEWA	;125;2;5,21
KLAUDYN	;PROKOFIEWA	;110;2;4,58
KLAUDYN	;PROKOFIEWA	;209;4;4,35
KLAUDYN	;PROKOFIEWA	;206;4;4,29
KLAUDYN	;PROKOFIEWA	;152;3;4,22
KLAUDYN	;PROKOFIEWA	;96;2;4,00
KLAUDYN	;PROKOFIEWA	;95;2;3,96
KLAUDYN	;PROKOFIEWA	;89;2;3,71
KLAUDYN	;PROKOFIEWA	;88;2;3,67
KLAUDYN	;PROKOFIEWA	;84;2;3,50
KLAUDYN	;PROKOFIEWA	;206;5;3,43
KLAUDYN	;PROKOFIEWA	;80;2;3,33
KLAUDYN	;PROKOFIEWA	;120;3;3,33
KLAUDYN	;PROKOFIEWA	;78;2;3,25
KLAUDYN	;PROKOFIEWA	;108;3;3,00
KLAUDYN	;PROKOFIEWA	;175;5;2,92
KLAUDYN	;PROKOFIEWA	;;4;
KLAUDYN	;PROKOFIEWA	;70;2;2,92
KLAUDYN	;PROKOFIEWA	;62;2;2,58
KLAUDYN	;PROKOFIEWA	;118;4;2,46
KLAUDYN	;PROKOFIEWA	;117;4;2,44
KLAUDYN	;PROKOFIEWA	;57;2;2,38
KLAUDYN	;PROKOFIEWA	;79;3;2,19
KLAUDYN	;PROKOFIEWA	;52;2;2,17
KLAUDYN	;PROKOFIEWA	;23;2;0,96
KLAUDYN	;PROKOFIEWA	;9;6;0,13
KLAUDYN	;RAVELA	;145;2;6,04
KLAUDYN	;RAVELA	;244;4;5,08
KLAUDYN	;RAVELA	;189;4;3,94
KLAUDYN	;RAVELA	;81;2;3,38
KLAUDYN	;RAVELA	;23;1;3,29
KLAUDYN	;RAVELA	;;2;
KLAUDYN	;RAVELA	;124;4;2,58
KLAUDYN	;RAVELA	;60;2;2,50
KLAUDYN	;RAVELA	;56;2;2,33
KLAUDYN	;RAVELA	;73;5;1,22
KLAUDYN	;RAVELA	;23;3;0,64
KLAUDYN	;Reymonta	;1786;6;24,81
KLAUDYN	;RODZINNA	;239;3;6,64
KLAUDYN	;RODZINNA	;143;2;5,96
KLAUDYN	;RODZINNA	;71;3;2,96
KLAUDYN	;RODZINNA	;93;3;2,58
KLAUDYN	;RODZINNA	;59;2;2,46
KLAUDYN	;RODZINNA	;65;3;1,81
KLAUDYN	;RODZINNA	;77;4;1,60
KLAUDYN	;RODZINNA	;67;4;1,40
KLAUDYN	;SIKORSKIEGO	;155;2;6,46
KLAUDYN	;SIKORSKIEGO	;644;12;4,47
KLAUDYN	;SIKORSKIEGO	;91;2;3,79
KLAUDYN	;SIKORSKIEGO	;88;2;3,67
KLAUDYN	;SIKORSKIEGO	;;2;0,00
KLAUDYN	;SIKORSKIEGO	;68;2;2,83
KLAUDYN	;SIKORSKIEGO	;67;2;2,79
KLAUDYN	;SIKORSKIEGO	;99;4;2,06
KLAUDYN	;SIKORSKIEGO	;56;3;1,56
KLAUDYN	;SIKORSKIEGO	;153;4;3,19
KLAUDYN	;SIKORSKIEGO	;222;3;74,00
KLAUDYN	;SIKORSKIEGO	;445;4;9,27
KLAUDYN	;STEFANIEGO	;196;2;8,17
KLAUDYN	;STEFANIEGO	;241;3;6,69
KLAUDYN	;STEFANIEGO	;93;1;23,25
KLAUDYN	;STEFANIEGO	;58;4;3,63
KLAUDYN	;STEFANIEGO	;115;2;4,79
KLAUDYN	;STEFANIEGO	;43;1;3,58
KLAUDYN	;STEFANIEGO	;150;4;3,13
KLAUDYN	;STEFANIEGO	;147;4;3,06
KLAUDYN	;STEFANIEGO	;143;4;2,98
KLAUDYN	;STEFANIEGO	;101;3;2,81
KLAUDYN	;STEFANIEGO	;72;5;3,60
KLAUDYN	;STEFANIEGO	;33;2;4,13
KLAUDYN	;STEFANIEGO	;65;3;1,81
KLAUDYN	;STEFANIEGO	;35;2;1,46
KLAUDYN	;STRAUSSA	;188;3;5,22
KLAUDYN	;STRAUSSA	;109;2;4,54
KLAUDYN	;STRAUSSA	;80;2;3,33
KLAUDYN	;STRAUSSA	;40;1;3,33
KLAUDYN	;STRAUSSA	;109;3;3,03
KLAUDYN	;STRAUSSA	;102;3;2,83
KLAUDYN	;STRAUSSA	;;3;
KLAUDYN	;SZYMANOWSKIEGO	;241;3;6,69
KLAUDYN	;SZYMANOWSKIEGO	;315;4;6,56
KLAUDYN	;SZYMANOWSKIEGO	;151;2;6,29
KLAUDYN	;SZYMANOWSKIEGO	;223;4;4,65
KLAUDYN	;SZYMANOWSKIEGO	;49;1;4,08
KLAUDYN	;SZYMANOWSKIEGO	;195;4;4,06
KLAUDYN	;SZYMANOWSKIEGO	;179;4;3,73
KLAUDYN	;SZYMANOWSKIEGO	;;4;0,00
KLAUDYN	;SZYMANOWSKIEGO	;221;6;3,07
KLAUDYN	;SZYMANOWSKIEGO	;109;4;2,27
KLAUDYN	;SZYMANOWSKIEGO	;;1;
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;1;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;1;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;3;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;6;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;1;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;4;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;3;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;1;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;4;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;2;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;6;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;4;0,00
KLAUDYN	;SZYMANOWSKIEGO	;;3;0,00
KLAUDYN	;SZYMANOWSKIEGO	;104;4;2,17
KLAUDYN	;VERDIEGO	;203;3;5,64
KLAUDYN	;VERDIEGO	;267;3;7,42
KLAUDYN	;VERDIEGO	;208;4;4,33
KLAUDYN	;VERDIEGO	;;5;0,00
KLAUDYN	;VERDIEGO	;195;5;3,25
KLAUDYN	;VERDIEGO	;70;2;2,92
KLAUDYN	;VERDIEGO	;51;4;1,06
KLAUDYN	;VIVALDIEGO	;69;1;5,75
KLAUDYN	;VIVALDIEGO	;169;4;3,52
KLAUDYN	;VIVALDIEGO	;163;4;3,40
KLAUDYN	;VIVALDIEGO	;67;2;2,79
KLAUDYN	;VIVALDIEGO	;24;1;2,00
KLAUDYN	;VIVALDIEGO	;;1;
KLAUDYN	;VIVALDIEGO	;;2;
KLAUDYN	;VIVALDIEGO	;;3;
KLAUDYN	;VIVALDIEGO	;;1;
KLAUDYN	;VIVALDIEGO	;34;2;1,42
KLAUDYN	;VIVALDIEGO	;69;5;1,15
KLAUDYN	;WAGNERA	;173;3;4,81
KLAUDYN	;WAGNERA	;131;1;10,92
KLAUDYN	;WAGNERA	;238;3;6,61
KLAUDYN	;WAGNERA	;67;1;5,58
KLAUDYN	;WAGNERA	;112;2;4,67
KLAUDYN	;WAGNERA	;127;3;3,53
KLAUDYN	;WAGNERA	;74;2;3,08
KLAUDYN	;WAGNERA	;66;2;2,75
KLAUDYN	;WAGNERA	;;1;
KLAUDYN	;WAGNERA	;24;1;2,00
KLAUDYN	;WAGNERA	;12;4;0,75
KLAUDYN	;WAGNERA	;;3;
KLAUDYN	;WAGNERA	;;1;
KLAUDYN	;WAGNERA	;59;3;1,64
KLAUDYN	;WIENIAWSKIEGO	;44;1;3,67
KLAUDYN	;WIENIAWSKIEGO	;5;1;0,42
KLAUDYN	;WIENIAWSKIEGO	;241;2;10,04
KLAUDYN	;WIENIAWSKIEGO	;261;4;5,44
KLAUDYN	;WIENIAWSKIEGO	;259;5;4,32
KLAUDYN	;WIENIAWSKIEGO	;77;2;3,21
KLAUDYN	;WIENIAWSKIEGO	;37;1;3,08
KLAUDYN	;WIENIAWSKIEGO	;137;4;2,85
KLAUDYN	;WIENIAWSKIEGO	;101;3;2,81
KLAUDYN	;WIENIAWSKIEGO	;29;2;1,21
KLAUDYN	;WIENIAWSKIEGO	;;1;
KLAUDYN	;WIŁKOMIRSKIEGO	;170;2;21,25
KLAUDYN	;WIŁKOMIRSKIEGO	;227;4;4,73
KLAUDYN	;WIŁKOMIRSKIEGO	;77;2;7,70
KLAUDYN	;WIŁKOMIRSKIEGO	;214;3;5,94
KLAUDYN	;WIŁKOMIRSKIEGO	;143;3;3,97
KLAUDYN	;WIŁKOMIRSKIEGO	;229;5;3,82
KLAUDYN	;WIŁKOMIRSKIEGO	;158;4;3,29
KLAUDYN	;WIŁKOMIRSKIEGO	;274;8;2,85
KLAUDYN	;WIŁKOMIRSKIEGO	;15;1;3,75
KLAUDYN	;WIŁKOMIRSKIEGO	;;2;
KLAUDYN	;WODECKIEGO;125;1;10,42
KLAUDYN	;WODECKIEGO;306;3;8,50
KLAUDYN	;WODECKIEGO;346;4;7,21
KLAUDYN	;WODECKIEGO;188;3;5,22
KLAUDYN	;WODECKIEGO;102;2;4,25
KLAUDYN	;WODECKIEGO;186;4;3,88
KLAUDYN	;WODECKIEGO;225;5;3,75
KLAUDYN	;WODECKIEGO;169;4;3,52
KLAUDYN	;WODECKIEGO;145;4;3,02
KLAUDYN	;WODECKIEGO;129;4;2,69
KLAUDYN	;WODECKIEGO;114;4;2,38
KLAUDYN	;WODECKIEGO;36;2;2,25
KLAUDYN	;WODECKIEGO;4;3;1,33
KOCZARGI NOWE;BUGAJ	;477;2;19,88
KOCZARGI NOWE;BUGAJ	;351;2;14,63
KOCZARGI NOWE;BUGAJ	;261;2;10,88
KOCZARGI NOWE;BUGAJ	;134;2;5,58
KOCZARGI NOWE;BUGAJ	;119;2;4,96
KOCZARGI NOWE;BUGAJ	;138;3;3,83
KOCZARGI NOWE;BUGAJ	;225;5;3,75
KOCZARGI NOWE;BUGAJ	;157;4;3,27
KOCZARGI NOWE;BUGAJ	;191;5;3,18
KOCZARGI NOWE;BUGAJ	;70;2;2,92
KOCZARGI NOWE;BUGAJ	;34;1;2,83
KOCZARGI NOWE;BUGAJ	;191;6;2,65
KOCZARGI NOWE;BUGAJ	;83;3;2,31
KOCZARGI NOWE;BUGAJ	;55;2;2,29
KOCZARGI NOWE;BUGAJ	;56;4;2,00
KOCZARGI NOWE;BUGAJ	;42;2;1,75
KOCZARGI NOWE;BUGAJ	;54;3;1,50
KOCZARGI NOWE;BUGAJ	;117;7;1,39
KOCZARGI NOWE;BUGAJ	;40;3;1,11
KOCZARGI NOWE;BUGAJ	;27;4;0,56
KOCZARGI NOWE;CZARNEGO BZU	;118;2;4,92
KOCZARGI NOWE;CZARNEGO BZU	;217;4;4,52
KOCZARGI NOWE;CZARNEGO BZU	;200;4;4,17
KOCZARGI NOWE;CZARNEGO BZU	;84;2;3,50
KOCZARGI NOWE;CZARNEGO BZU	;84;2;3,50
KOCZARGI NOWE;CZARNEGO BZU	;47;2;1,96
KOCZARGI NOWE;CZEREŚNIOWA	;134;4;2,79
KOCZARGI NOWE;GÓRKI	;98;3;32,67
KOCZARGI NOWE;GÓRKI	;204;2;8,50
KOCZARGI NOWE;GÓRKI	;238;3;6,61
KOCZARGI NOWE;GÓRKI	;;2;
KOCZARGI NOWE;GÓRKI	;;4;
KOCZARGI NOWE;GÓRKI	;;5;
KOCZARGI NOWE;GÓRKI	;136;2;5,67
KOCZARGI NOWE;GÓRKI	;123;2;5,13
KOCZARGI NOWE;GÓRKI	;38;3;4,22
KOCZARGI NOWE;GÓRKI	;293;6;4,07
KOCZARGI NOWE;GÓRKI	;96;2;4,00
KOCZARGI NOWE;GÓRKI	;134;3;3,72
KOCZARGI NOWE;GÓRKI	;42;1;3,50
KOCZARGI NOWE;GÓRKI	;79;2;3,29
KOCZARGI NOWE;GÓRKI	;39;1;3,25
KOCZARGI NOWE;GÓRKI	;154;4;3,21
KOCZARGI NOWE;GÓRKI	;72;2;3,00
KOCZARGI NOWE;GÓRKI	;68;2;2,83
KOCZARGI NOWE;GÓRKI	;68;2;2,83
KOCZARGI NOWE;GÓRKI	;34;1;2,83
KOCZARGI NOWE;GÓRKI	;94;3;2,61
KOCZARGI NOWE;GÓRKI	;114;4;2,38
KOCZARGI NOWE;GÓRKI	;25;1;2,08
KOCZARGI NOWE;GÓRKI	;68;3;1,89
KOCZARGI NOWE;GÓRKI	;158;7;1,88
KOCZARGI NOWE;GÓRKI	;66;3;1,83
KOCZARGI NOWE;GÓRKI	;77;4;1,60
KOCZARGI NOWE;GÓRKI	;138;8;1,44
KOCZARGI NOWE;GÓRKI	;84;5;1,40
KOCZARGI NOWE;GÓRKI	;64;4;1,33
KOCZARGI NOWE;GÓRKI	;55;4;1,15
KOCZARGI NOWE;GÓRKI	;6;1;0,50
KOCZARGI NOWE;GÓRKI	;-14;4;-0,29
KOCZARGI NOWE;KLONOWA	;574;2;23,92
KOCZARGI NOWE;KLONOWA	;574;5;9,57
KOCZARGI NOWE;KLONOWA	;193;3;5,36
KOCZARGI NOWE;KLONOWA	;128;2;5,33
KOCZARGI NOWE;KLONOWA	;182;3;5,06
KOCZARGI NOWE;KLONOWA	;117;2;4,88
KOCZARGI NOWE;KLONOWA	;193;4;4,02
KOCZARGI NOWE;KLONOWA	;94;2;3,92
KOCZARGI NOWE;KLONOWA	;158;4;3,29
KOCZARGI NOWE;KLONOWA	;18;2;3,00
KOCZARGI NOWE;KLONOWA	;98;3;2,72
KOCZARGI NOWE;KLONOWA	;65;2;2,71
KOCZARGI NOWE;KLONOWA	;32;1;2,67
KOCZARGI NOWE;KLONOWA	;106;4;2,21
KOCZARGI NOWE;KLONOWA	;102;4;2,13
KOCZARGI NOWE;KLONOWA	;39;2;1,63
KOCZARGI NOWE;KLONOWA	;53;3;1,47
KOCZARGI NOWE;KLONOWA	;6;2;0,25
KOCZARGI NOWE;RÓŻANA	;180;1;15,00
KOCZARGI NOWE;RÓŻANA	;275;2;11,46
KOCZARGI NOWE;RÓŻANA	;183;2;10,17
KOCZARGI NOWE;RÓŻANA	;107;1;8,92
KOCZARGI NOWE;RÓŻANA	;318;4;6,63
KOCZARGI NOWE;RÓŻANA	;185;3;5,14
KOCZARGI NOWE;RÓŻANA	;119;3;3,31
KOCZARGI NOWE;RÓŻANA	;;3;
KOCZARGI NOWE;RÓŻANA	;;2;
KOCZARGI NOWE;RÓŻANA	;121;4;2,52
KOCZARGI NOWE;SZKOLNA	;172;4;3,58
KOCZARGI NOWE;SZKOLNA	;85;2;3,54
KOCZARGI NOWE;SZKOLNA	;32;1;2,67
KOCZARGI NOWE;SZKOLNA	;;3;
KOCZARGI NOWE;SZKOLNA	;51;2;2,13
KOCZARGI NOWE;SZKOLNA	;45;2;1,88
KOCZARGI NOWE;WARSZAWSKA	;111;3;18,50
KOCZARGI NOWE;WARSZAWSKA	;141;3;15,67
KOCZARGI NOWE;WARSZAWSKA	;156;1;13,00
KOCZARGI NOWE;WARSZAWSKA	;145;1;12,08
KOCZARGI NOWE;WARSZAWSKA	;402;3;11,17
KOCZARGI NOWE;WARSZAWSKA	;84;2;10,50
KOCZARGI NOWE;WARSZAWSKA	;628;5;10,47
KOCZARGI NOWE;WARSZAWSKA	;65;2;5,42
KOCZARGI NOWE;WARSZAWSKA	;63;1;5,25
KOCZARGI NOWE;WARSZAWSKA	;83;2;5,19
KOCZARGI NOWE;WARSZAWSKA	;176;3;4,89
KOCZARGI NOWE;WARSZAWSKA	;58;1;4,83
KOCZARGI NOWE;WARSZAWSKA	;191;5;4,78
KOCZARGI NOWE;WARSZAWSKA	;169;3;4,69
KOCZARGI NOWE;WARSZAWSKA	;277;5;4,62
KOCZARGI NOWE;WARSZAWSKA	;110;2;4,58
KOCZARGI NOWE;WARSZAWSKA	;109;2;4,54
KOCZARGI NOWE;WARSZAWSKA	;105;2;4,38
KOCZARGI NOWE;WARSZAWSKA	;208;4;4,33
KOCZARGI NOWE;WARSZAWSKA	;146;3;4,06
KOCZARGI NOWE;WARSZAWSKA	;93;2;3,88
KOCZARGI NOWE;WARSZAWSKA	;46;1;3,83
KOCZARGI NOWE;WARSZAWSKA	;89;2;3,71
KOCZARGI NOWE;WARSZAWSKA	;89;2;3,71
KOCZARGI NOWE;WARSZAWSKA	;133;3;3,69
KOCZARGI NOWE;WARSZAWSKA	;42;1;3,50
KOCZARGI NOWE;WARSZAWSKA	;207;5;3,45
KOCZARGI NOWE;WARSZAWSKA	;123;3;3,42
KOCZARGI NOWE;WARSZAWSKA	;78;2;3,25
KOCZARGI NOWE;WARSZAWSKA	;116;3;3,22
KOCZARGI NOWE;WARSZAWSKA	;186;5;3,10
KOCZARGI NOWE;WARSZAWSKA	;186;5;3,10
KOCZARGI NOWE;WARSZAWSKA	;143;4;2,98
KOCZARGI NOWE;WARSZAWSKA	;65;2;2,71
KOCZARGI NOWE;WARSZAWSKA	;129;4;2,69
KOCZARGI NOWE;WARSZAWSKA	;64;2;2,67
KOCZARGI NOWE;WARSZAWSKA	;63;2;2,63
KOCZARGI NOWE;WARSZAWSKA	;62;2;2,58
KOCZARGI NOWE;WARSZAWSKA	;31;1;2,58
KOCZARGI NOWE;WARSZAWSKA	;62;2;2,58
KOCZARGI NOWE;WARSZAWSKA	;123;4;2,56
KOCZARGI NOWE;WARSZAWSKA	;182;6;2,53
KOCZARGI NOWE;WARSZAWSKA	;143;5;2,38
KOCZARGI NOWE;WARSZAWSKA	;85;3;2,36
KOCZARGI NOWE;WARSZAWSKA	;55;2;2,29
KOCZARGI NOWE;WARSZAWSKA	;110;4;2,29
KOCZARGI NOWE;WARSZAWSKA	;109;4;2,27
KOCZARGI NOWE;WARSZAWSKA	;54;2;2,25
KOCZARGI NOWE;WARSZAWSKA	;80;3;2,22
KOCZARGI NOWE;WARSZAWSKA	;127;5;2,12
KOCZARGI NOWE;WARSZAWSKA	;25;1;2,08
KOCZARGI NOWE;WARSZAWSKA	;50;2;2,08
KOCZARGI NOWE;WARSZAWSKA	;50;2;2,08
KOCZARGI NOWE;WARSZAWSKA	;49;2;2,04
KOCZARGI NOWE;WARSZAWSKA	;72;3;2,00
KOCZARGI NOWE;WARSZAWSKA	;24;1;2,00
KOCZARGI NOWE;WARSZAWSKA	;45;6;1,88
KOCZARGI NOWE;WARSZAWSKA	;67;3;1,86
KOCZARGI NOWE;WARSZAWSKA	;22;1;1,83
KOCZARGI NOWE;WARSZAWSKA	;15;1;3,75
KOCZARGI NOWE;WARSZAWSKA	;31;2;1,29
KOCZARGI NOWE;WARSZAWSKA	;83;6;1,15
KOCZARGI NOWE;WARSZAWSKA	;69;5;1,15
KOCZARGI NOWE;WARSZAWSKA	;55;4;1,15
KOCZARGI NOWE;WARSZAWSKA	;25;2;1,04
KOCZARGI NOWE;WARSZAWSKA	;37;3;1,03
KOCZARGI NOWE;WARSZAWSKA	;41;4;0,85
KOCZARGI NOWE;WARSZAWSKA	;10;1;0,83
KOCZARGI NOWE;WARSZAWSKA	;20;2;0,83
KOCZARGI NOWE;WARSZAWSKA	;9;1;0,75
KOCZARGI NOWE;WARSZAWSKA	;9;2;0,38
KOCZARGI NOWE;WARSZAWSKA	;8;2;0,33
KOCZARGI NOWE;WARSZAWSKA	;14;5;0,23
KOCZARGI NOWE;WARSZAWSKA	;4;2;0,17
KOCZARGI NOWE;WIOSENNA	;203;3;16,92
KOCZARGI NOWE;WIOSENNA	;154;1;12,83
KOCZARGI NOWE;WIOSENNA	;105;2;4,38
KOCZARGI NOWE;WIOSENNA	;75;2;3,13
KOCZARGI NOWE;WIOSENNA	;73;2;3,04
KOCZARGI NOWE;WIOSENNA	;146;4;3,04
KOCZARGI NOWE;WIOSENNA	;50;2;2,08
KOCZARGI NOWE;WIOSENNA	;29;2;1,21
KOCZARGI NOWE;WIOSENNA	;63;5;1,05
KOCZARGI NOWE;WIOSENNA	;;2;
KOCZARGI STARE	;AKACJOWA	;130;3;3,61
KOCZARGI STARE	;AKACJOWA	;36;3;3,00
KOCZARGI STARE	;AKACJOWA	;27;1;2,25
KOCZARGI STARE	;AKACJOWA	;;4;
KOCZARGI STARE	;AKACJOWA	;14;3;1,17
KOCZARGI STARE	;AKACJOWA	;51;2;2,13
KOCZARGI STARE	;AKACJOWA	;;1;
KOCZARGI STARE	;AKACJOWA	;;2;
KOCZARGI STARE	;AKACJOWA	;;3;
KOCZARGI STARE	;AKACJOWA	;57;2;2,38
KOCZARGI STARE	;AKACJOWA	;114;2;4,75
KOCZARGI STARE	;AKACJOWA	;71,19;2;2,97
KOCZARGI STARE	;AKACJOWA	;138;3;9,20
KOCZARGI STARE	;AKACJOWA	;13;1;1,08
KOCZARGI STARE	;AKACJOWA	;82;2;3,42
KOCZARGI STARE	;AKACJOWA	;122;3;3,39
KOCZARGI STARE	;AKACJOWA	;19;2;2,38
KOCZARGI STARE	;AKACJOWA	;23;2;2,88
KOCZARGI STARE	;AKACJOWA	;58;3;3,22
KOCZARGI STARE	;AKACJOWA	;86;1;7,17
KOCZARGI STARE	;AKACJOWA	;143;3;3,97
KOCZARGI STARE	;AKACJOWA	;33;3;3,67
KOCZARGI STARE	;AKACJOWA	;90;3;2,50
KOCZARGI STARE	;AKACJOWA	;132;3;3,67
KOCZARGI STARE	;AKACJOWA	;;2;
KOCZARGI STARE	;AKACJOWA	;;4;
KOCZARGI STARE	;AKACJOWA	;167;2;6,96
KOCZARGI STARE	;AKACJOWA	;133;3;3,69
KOCZARGI STARE	;AKACJOWA	;56;2;2,33
KOCZARGI STARE	;AKACJOWA	;73;2;3,04
KOCZARGI STARE	;AKACJOWA	;101;3;2,81
KOCZARGI STARE	;AKACJOWA	;;2;
KOCZARGI STARE	;AKACJOWA	;25;1;2,08
KOCZARGI STARE	;AKACJOWA	;43;3;1,19
KOCZARGI STARE	;AKACJOWA	;81;6;1,13
KOCZARGI STARE	;AKACJOWA	;49;2;2,04
KOCZARGI STARE	;AKACJOWA	;;1;
KOCZARGI STARE	;AKACJOWA	;;5;
KOCZARGI STARE	;AKACJOWA	;39;2;4,88
KOCZARGI STARE	;AKACJOWA	;333;3;9,25
KOCZARGI STARE	;AKACJOWA	;90;3;2,50
KOCZARGI STARE	;AKACJOWA	;113;2;4,71
KOCZARGI STARE	;AKACJOWA	;176;6;2,44
KOCZARGI STARE	;AKACJOWA	;119;2;4,96
KOCZARGI STARE	;AKACJOWA	;97;1;8,08
